FOLDER,DOMAIN,VARIABLE,LABEL
BP44069S,HO,HOOCCUR,Healthcare Encounter Occurrence
BP44069S,HO,HOPRESP,Pre-Specified Healthcare Encounter
BP44069S,HO,HOSEQ,Sequence Number
BP44069S,HO,HOSPID,Sponsor-Defined Identifier
BP44069S,HO,HOSTDTC,Start Date/Time of Healthcare Encounter
BP44069S,HO,HOSTDY,Study Day of Start of Observation
BP44069S,HO,HOTERM,Reported Term for Healthcare Encounter
BP44069S,HO,STUDYID,Study Identifier
BP44069S,HO,USUBJID,Unique Subject Identifier
BP44069S,LB,DOMAIN,Domain Abbreviation
BP44069S,LB,EPOCH,Epoch
BP44069S,LB,LBBLFL,Baseline Flag
BP44069S,LB,LBCAT,Category for Lab Test
BP44069S,LB,LBCLSIG,Clinically Significant
BP44069S,LB,LBCVNRHI,Reference Range Upper Limit-US CV Units
BP44069S,LB,LBCVNRLO,Reference Range Lower Limit-US CV Units
BP44069S,LB,LBCVRESC,Character Result/Finding in US CV Format
BP44069S,LB,LBCVRESN,Numeric Result/Finding in US CV Format
BP44069S,LB,LBCVRESU,US Conventional Units
BP44069S,LB,LBDTC,Date/Time of Specimen Collection
BP44069S,LB,LBDY,Study Day of Specimen Collection
BP44069S,LB,LBELTM,Planned Elapsed Time from Time Point Ref
BP44069S,LB,LBFAST,Fasting Status
BP44069S,LB,LBLOINC,LOINC Code
BP44069S,LB,LBMETHOD,Method of Test or Examination
BP44069S,LB,LBNAM,Vendor Name
BP44069S,LB,LBNRIND,Reference Range Indicator
BP44069S,LB,LBORNRHI,Reference Range Upper Limit in Orig Unit
BP44069S,LB,LBORNRLO,Reference Range Lower Limit in Orig Unit
BP44069S,LB,LBORRES,Result or Finding in Original Units
BP44069S,LB,LBORRESU,Original Units
BP44069S,LB,LBREASND,Reason Test Not Done
BP44069S,LB,LBREFID,Specimen ID
BP44069S,LB,LBRFTDTC,Date/Time of Reference Time Point
BP44069S,LB,LBSEQ,Sequence Number
BP44069S,LB,LBSMPLID,Alternate Sample Identifier
BP44069S,LB,LBSPEC,Specimen Type
BP44069S,LB,LBSPID,Sponsor-Defined Identifier
BP44069S,LB,LBSTAT,Completion Status
BP44069S,LB,LBSTNRHI,Reference Range Upper Limit-Std Units
BP44069S,LB,LBSTNRLO,Reference Range Lower Limit-Std Units
BP44069S,LB,LBSTRESC,Character Result/Finding in Std Format
BP44069S,LB,LBSTRESN,Numeric Result/Finding in Standard Units
BP44069S,LB,LBSTRESU,Standard Units
BP44069S,LB,LBTEST,Lab Test or Examination Name
BP44069S,LB,LBTESTCD,Lab Test or Examination Short Name
BP44069S,LB,LBTPT,Planned Time Point Name
BP44069S,LB,LBTPTNUM,Planned Time Point Number
BP44069S,LB,LBTPTREF,Time Point Reference
BP44069S,LB,STUDYID,Study Identifier
BP44069S,LB,USUBJID,Unique Subject Identifier
BP44069S,LB,VISIT,Visit Name
BP44069S,LB,VISITDY,Planned Study Day of Visit
BP44069S,LB,VISITNUM,Visit Number
BP44069S,MH,DOMAIN,Domain Abbreviation
BP44069S,MH,EPOCH,Epoch
BP44069S,MH,MHBDSYCD,Body System or Organ Class Code
BP44069S,MH,MHBODSYS,Body System or Organ Class
BP44069S,MH,MHCAT,Category for Medical History
BP44069S,MH,MHDECOD,Dictionary-Derived Term
BP44069S,MH,MHDTC,Date/Time of History Collection
BP44069S,MH,MHDY,Study Day of History Collection
BP44069S,MH,MHENDTC,End Date/Time of Medical History Event
BP44069S,MH,MHENDY,Study Day of End of Observation
BP44069S,MH,MHENRTPT,End Relative to Reference Time Point
BP44069S,MH,MHENTPT,End Reference Time Point
BP44069S,MH,MHGRPID,Group ID
BP44069S,MH,MHHLGT,High Level Group Term
BP44069S,MH,MHHLGTCD,High Level Group Term Code
BP44069S,MH,MHHLT,High Level Term
BP44069S,MH,MHHLTCD,High Level Term Code
BP44069S,MH,MHLLT,Lowest Level Term
BP44069S,MH,MHLLTCD,Lowest Level Term Code
BP44069S,MH,MHMODIFY,Modified Reported Term
BP44069S,MH,MHPTCD,Preferred Term Code
BP44069S,MH,MHSEQ,Sequence Number
BP44069S,MH,MHSOC,Primary System Organ Class
BP44069S,MH,MHSOCCD,Primary System Organ Class Code
BP44069S,MH,MHSPID,Sponsor-Defined Identifier
BP44069S,MH,MHSTDTC,Start Date/Time of Medical History Event
BP44069S,MH,MHSTDY,Study Day of Start of Observation
BP44069S,MH,MHSTRTPT,Start Relative to Reference Time Point
BP44069S,MH,MHSTTPT,Start Reference Time Point
BP44069S,MH,MHTERM,Reported Term for the Medical History
BP44069S,MH,STUDYID,Study Identifier
BP44069S,MH,USUBJID,Unique Subject Identifier
BP44069S,MH,VISIT,Visit Name
BP44069S,MH,VISITDY,Planned Study Day of Visit
BP44069S,MH,VISITNUM,Visit Number
BP44069S,ML,DOMAIN,Domain Abbreviation
BP44069S,ML,EPOCH,Epoch
BP44069S,ML,MLCAT,Category for Meal
BP44069S,ML,MLCMPYN,Did Subject complete the meal?
BP44069S,ML,MLENDTC,End Date/Time of Meal
BP44069S,ML,MLENDY,Study Day of End of Meal
BP44069S,ML,MLSEQ,Sequence Number
BP44069S,ML,MLSPID,Sponsor-Defined Identifier
BP44069S,ML,MLSTDTC,Start Date/Time of Meal
BP44069S,ML,MLSTDY,Study Day of Start of Meal
BP44069S,ML,MLTPT,Planned Time Point Name
BP44069S,ML,MLTPTNUM,Planned Time Point Number
BP44069S,ML,MLTRT,Reported Name of Meal
BP44069S,ML,STUDYID,Study Identifier
BP44069S,ML,USUBJID,Unique Subject Identier
BP44069S,ML,VISIT,Visit Name
BP44069S,ML,VISITDY,Planned Study Day of Visit
BP44069S,ML,VISITNUM,Visit Number
BP44069S,PC,DOMAIN,Domain Abbreviation
BP44069S,PC,EPOCH,Epoch
BP44069S,PC,PCANLDTC,Date/Time of Specimen or Sample Analysis
BP44069S,PC,PCCAT,Test Category
BP44069S,PC,PCDTC,Date/Time of Specimen Collection
BP44069S,PC,PCDTCA,Actual Date/Time of Specimen Collection
BP44069S,PC,PCDY,Actual Study Day of Specimen Collection
BP44069S,PC,PCDYA,Actual Study Day of Specimen Collection
BP44069S,PC,PCELTM,Planned Elapsed Time from Time Point Ref
BP44069S,PC,PCENDTC,End Date/Time of Specimen Collection
BP44069S,PC,PCENDTCA,Act End Date/Time of Specimen Collection
BP44069S,PC,PCENDY,Study Day of End of Observation
BP44069S,PC,PCENDYA,Actual Study Day of End of Observation
BP44069S,PC,PCLLOQ,Lower Limit of Quantitation
BP44069S,PC,PCMETHOD,Method of Test or Examination
BP44069S,PC,PCNAM,Vendor Name
BP44069S,PC,PCORRES,Result or Finding in Original Units
BP44069S,PC,PCORRESU,Original Units
BP44069S,PC,PCREASND,Reason Test Not Done
BP44069S,PC,PCREFID,Reference ID
BP44069S,PC,PCRFTDTC,Date/Time of Reference Point
BP44069S,PC,PCSEQ,Sequence Number
BP44069S,PC,PCSPCCND,Specimen Condition
BP44069S,PC,PCSPEC,Specimen Material Type
BP44069S,PC,PCSPID,Sponsor-Defined Identifier
BP44069S,PC,PCSTAT,Completion Status
BP44069S,PC,PCSTRESC,Character Result/Finding in Std Format
BP44069S,PC,PCSTRESN,Numeric Result/Finding in Standard Units
BP44069S,PC,PCSTRESU,Standard Units
BP44069S,PC,PCTEST,Pharmacokinetic Test Name
BP44069S,PC,PCTESTCD,Pharmacokinetic Test Short Name
BP44069S,PC,PCTPT,Planned Time Point Name
BP44069S,PC,PCTPTNUM,Planned Time Point Number
BP44069S,PC,PCTPTREF,Time Point Reference
BP44069S,PC,STUDYID,Study Identifier
BP44069S,PC,USUBJID,Unique Subject Identifier
BP44069S,PC,VISIT,Visit Name
BP44069S,PC,VISITDY,Planned Study Day of Visit
BP44069S,PC,VISITNUM,Visit Number
BP44069S,PP,DOMAIN,Domain Abbreviation
BP44069S,PP,PPCAT,Parameter Category
BP44069S,PP,PPENINT,Planned End of Assessment Interval
BP44069S,PP,PPGRPID,Group ID
BP44069S,PP,PPORRES,Result or Finding in Original Units
BP44069S,PP,PPORRESU,Original Units
BP44069S,PP,PPREASND,Reason Parameter Not Calculated
BP44069S,PP,PPRFTDTC,Date/Time of Reference Point
BP44069S,PP,PPSCAT,Parameter Subcategory
BP44069S,PP,PPSEQ,Sequence Number
BP44069S,PP,PPSPEC,Specimen Material Type
BP44069S,PP,PPSPID,Sponsor-Defined Identifier
BP44069S,PP,PPSTAT,Completion Status
BP44069S,PP,PPSTINT,Planned Start of Assessment Interval
BP44069S,PP,PPSTRESC,Character Result/Finding in Std Format
BP44069S,PP,PPSTRESN,Numeric Result/Finding in Standard Units
BP44069S,PP,PPSTRESU,Standard Units
BP44069S,PP,PPTEST,Parameter Name
BP44069S,PP,PPTESTCD,Parameter Short Name
BP44069S,PP,STUDYID,Study Identifier
BP44069S,PP,USUBJID,Unique Subject Identifier
BP44069S,PR,DOMAIN,Domain Abbreviation
BP44069S,PR,EPOCH,Epoch
BP44069S,PR,PRCAT,Category
BP44069S,PR,PRGRPID,Group ID
BP44069S,PR,PROCCUR,Occurrence
BP44069S,PR,PRPRESP,Pre-specified
BP44069S,PR,PRSEQ,Sequence Number
BP44069S,PR,PRSPID,Sponsor-Defined Identifier
BP44069S,PR,PRSTDTC,Start Date/Time of Procedure
BP44069S,PR,PRSTDY,Study Day of Start of Procedure
BP44069S,PR,PRSTRTPT,Start Relative to Reference Time Point
BP44069S,PR,PRSTTPT,Start Reference Time Point
BP44069S,PR,PRTRT,Reported Name of Procedure
BP44069S,PR,STUDYID,Study Identifier
BP44069S,PR,USUBJID,Unique Subject Identifier
BP44069S,PR,VISIT,Visit Name
BP44069S,PR,VISITDY,Planned Study Day of Visit
BP44069S,PR,VISITNUM,Visit Number
BP44069S,RELREC,IDVAR,Identifying Variable
BP44069S,RELREC,IDVARVAL,Identifying Variable Value
BP44069S,RELREC,RDOMAIN,Related Domain Abbreviation
BP44069S,RELREC,RELID,Relationship Identifier
BP44069S,RELREC,RELTYPE,Relationship Type
BP44069S,RELREC,STUDYID,Study Identifier
BP44069S,RELREC,USUBJID,Unique Subject Identifier
BP44069S,RP,DOMAIN,Domain Abbreviation
BP44069S,RP,EPOCH,Epoch
BP44069S,RP,RPBLFL,Baseline Flag
BP44069S,RP,RPCAT,Category for Repro System Findings
BP44069S,RP,RPDTC,Date/Time of Measurements
BP44069S,RP,RPDY,Study Day of Repro System Findings
BP44069S,RP,RPORRES,Result or Finding in Original Units
BP44069S,RP,RPORRESU,Original Units
BP44069S,RP,RPSEQ,Sequence Number
BP44069S,RP,RPSPID,Sponsor-Defined Identifier
BP44069S,RP,RPSTRESC,Character Result/Finding in Std. Format
BP44069S,RP,RPSTRESN,Numeric Result/Finding in Standard Units
BP44069S,RP,RPSTRESU,Standard Units
BP44069S,RP,RPTEST,Reproductive System Findings Test Name
BP44069S,RP,RPTESTCD,Repro System Findings Test Short Name
BP44069S,RP,STUDYID,Study Identifier
BP44069S,RP,USUBJID,Unique Subject Identifier
BP44069S,RP,VISIT,Visit Name
BP44069S,RP,VISITDY,Planned Study Day of Visit
BP44069S,RP,VISITNUM,Visit Number
BP44069S,SC,DOMAIN,Domain Abbreviation
BP44069S,SC,EPOCH,Epoch
BP44069S,SC,SCCAT,Category for Subject Characteristic
BP44069S,SC,SCDTC,Date/Time of Collection
BP44069S,SC,SCDY,Study Day of Examination
BP44069S,SC,SCORRES,Result or Finding in Original Units
BP44069S,SC,SCSEQ,Sequence Number
BP44069S,SC,SCSPID,Sponsor-Defined Identifier
BP44069S,SC,SCSTRESC,Character Result/Finding in Std Format
BP44069S,SC,SCTEST,Subject Characteristic
BP44069S,SC,SCTESTCD,Subject Characteristic Short Name
BP44069S,SC,STUDYID,Study Identifier
BP44069S,SC,USUBJID,Unique Subject Identifier
BP44069S,SE,DOMAIN,Domain Abbreviation
BP44069S,SE,ELEMENT,Description of Element
BP44069S,SE,EPOCH,Epoch
BP44069S,SE,ETCD,Element Code
BP44069S,SE,SEENDTC,End Date/Time of Element
BP44069S,SE,SEENDY,Study Day of End of Observation
BP44069S,SE,SESEQ,Sequence Number
BP44069S,SE,SESTDTC,Start Date/Time of Element
BP44069S,SE,SESTDY,Study Day of Start of Observation
BP44069S,SE,SEUPDES,Description of Unplanned Element
BP44069S,SE,STUDYID,Study Identifier
BP44069S,SE,TAETORD,Planned Order of Element within Arm
BP44069S,SE,USUBJID,Unique Subject Identifier
BP44069S,SU,DOMAIN,Domain Abbreviation
BP44069S,SU,EPOCH,Epoch
BP44069S,SU,STUDYID,Study Identifier
BP44069S,SU,SUCAT,Category for Substance Use
BP44069S,SU,SUDOSE,Substance Use Consumption
BP44069S,SU,SUDOSFRQ,Use Frequency Per Interval
BP44069S,SU,SUDOSU,Consumption Units
BP44069S,SU,SUDTC,Date/Time of Collection
BP44069S,SU,SUDUR,Duration of Substance Use
BP44069S,SU,SUDY,Study Day of Visit/Collection/Exam
BP44069S,SU,SUENDTC,End Date/Time of Substance Use
BP44069S,SU,SUENDY,Study Day of End of Substance Use
BP44069S,SU,SUENRTPT,End Relative to Reference Time Point
BP44069S,SU,SUENTPT,End Reference Time Point
BP44069S,SU,SUOCCUR,SU Occurrence
BP44069S,SU,SUPRESP,SU Pre-Specified
BP44069S,SU,SUSCAT,Subcategory for Substance Use
BP44069S,SU,SUSEQ,Sequence Number
BP44069S,SU,SUSPID,Sponsor-Defined Identifier
BP44069S,SU,SUSTDTC,Start Date/Time of Substance Use
BP44069S,SU,SUSTDY,Study Day of Start of Substance Use
BP44069S,SU,SUTRT,Reported Name of Substance
BP44069S,SU,USUBJID,Unique Subject Identifier
BP44069S,SU,VISIT,Visit Name
BP44069S,SU,VISITDY,Planned Study Day of Visit
BP44069S,SU,VISITNUM,Visit Number
BP44069S,SV,DOMAIN,Domain Abbreviation
BP44069S,SV,EPOCH,Epoch
BP44069S,SV,STUDYID,Study Identifier
BP44069S,SV,SVENDTC,End Date/Time of Visit
BP44069S,SV,SVENDY,Study Day of End of Visit
BP44069S,SV,SVSTDTC,Start Date/Time of Visit
BP44069S,SV,SVSTDY,Study Day of Start of Visit
BP44069S,SV,USUBJID,Unique Subject Identifier
BP44069S,SV,VISIT,Visit Name
BP44069S,SV,VISITDY,Planned Study Day of Visit
BP44069S,SV,VISITNUM,Visit Number
BP44069S,TA,ARM,Description of Planned Arm
BP44069S,TA,ARMCD,Planned Arm Code
BP44069S,TA,DOMAIN,Domain Abbreviation
BP44069S,TA,ELEMENT,Description of Element
BP44069S,TA,EPOCH,Epoch
BP44069S,TA,ETCD,Element Code
BP44069S,TA,STUDYID,Study Identifier
BP44069S,TA,TABRANCH,Branch
BP44069S,TA,TAETORD,Planned Order of Element within Arm
BP44069S,TA,TATRANS,Transition Rule
BP44069S,TE,DOMAIN,Domain Abbreviation
BP44069S,TE,ELEMENT,Description of Element
BP44069S,TE,ETCD,Element Code
BP44069S,TE,STUDYID,Study Identifier
BP44069S,TE,TEDUR,Planned Duration of Element
BP44069S,TE,TEENRL,Rule for End of Element
BP44069S,TE,TESTRL,Rule for Start of Element
BP44069S,TI,DOMAIN,Domain Abbreviation
BP44069S,TI,IECAT,Inclusion/Exclusion Category
BP44069S,TI,IESCAT,Inclusion/Exclusion Subcategory
BP44069S,TI,IETEST,Inclusion/Exclusion Criterion
BP44069S,TI,IETESTCD,Incl/Excl Criterion Short Name
BP44069S,TI,STUDYID,Study Identifier
BP44069S,TI,TIRL,Inclusion/Exclusion Criterion Rule
BP44069S,TI,TIVERS,Protocol Criteria Versions
BP44069S,TS,DOMAIN,Domain Abbreviation
BP44069S,TS,STUDYID,Study Identifier
BP44069S,TS,TSGRPID,Group ID
BP44069S,TS,TSPARM,Trial Summary Parameter
BP44069S,TS,TSPARMCD,Trial Summary Parameter Short Name
BP44069S,TS,TSSEQ,Sequence Number
BP44069S,TS,TSVAL,Parameter Value
BP44069S,TS,TSVALCD,Parameter Value Code
BP44069S,TS,TSVALNF,Parameter Null Flavor
BP44069S,TS,TSVCDREF,Name of the Reference Terminology
BP44069S,TS,TSVCDVER,Version of the Reference Terminology
BP44069S,TV,ARM,Description of Planned Arm
BP44069S,TV,ARMCD,Planned Arm Code
BP44069S,TV,DOMAIN,Domain Abbreviation
BP44069S,TV,STUDYID,Study Identifier
BP44069S,TV,TVENRL,Visit End Rule
BP44069S,TV,TVSTRL,Visit Start Rule
BP44069S,TV,VISIT,Visit Name
BP44069S,TV,VISITDY,Planned Study Day of Visit
BP44069S,TV,VISITNUM,Visit Number
BP44069S,VS,DOMAIN,Domain Abbreviation
BP44069S,VS,EPOCH,Epoch
BP44069S,VS,STUDYID,Study Identifier
BP44069S,VS,USUBJID,Unique Subject Identifier
BP44069S,VS,VISIT,Visit Name
BP44069S,VS,VISITDY,Planned Study Day of Visit
BP44069S,VS,VISITNUM,Visit Number
BP44069S,VS,VSBLFL,Baseline Flag
BP44069S,VS,VSCAT,Category for Vital Signs
BP44069S,VS,VSDTC,Date/Time of Measurements
BP44069S,VS,VSDY,Study Day of Vital Signs
BP44069S,VS,VSLOC,Location of Vital Signs Measurement
BP44069S,VS,VSORRES,Result or Finding in Original Units
BP44069S,VS,VSORRESU,Original Units
BP44069S,VS,VSPOS,Vital Signs Position of Subject
BP44069S,VS,VSSEQ,Sequence Number
BP44069S,VS,VSSPID,Sponsor-Defined Identifier
BP44069S,VS,VSSTAT,Completion Status
BP44069S,VS,VSSTRESC,Character Result/Finding in Std Format
BP44069S,VS,VSSTRESN,Numeric Result/Finding in Standard Units
BP44069S,VS,VSSTRESU,Standard Units
BP44069S,VS,VSTEST,Vital Signs Test Name
BP44069S,VS,VSTESTCD,Vital Signs Test Short Name
BP44069S,VS,VSTPT,Planned Time Point Name
BP44069S,VS,VSTPTNUM,Planned Time Point Number
BP44069S,YI,DOMAIN,Domain Abbreviation
BP44069S,YI,STUDYID,Study Identifier
BP44069S,YI,USUBJID,Unique Subject Identifier
BP44069S,YI,YICAT,Category
BP44069S,YI,YICNTRY,Center Country
BP44069S,YI,YICRTN,Clinical Research Task Number
BP44069S,YI,YICSTATE,Center State
BP44069S,YI,YICTCITY,Center City
BP44069S,YI,YICTCNAM,Center Name
BP44069S,YI,YICTCNM1,Center Name 1
BP44069S,YI,YICTCNM2,Center Name 2
BP44069S,YI,YICTCNM3,Center Name 3
BP44069S,YI,YICTCNUM,Center Number
BP44069S,YI,YICTINAM,Center Investigator Name
BP44069S,YI,YICTINUM,Center Investigator Number
BP44069S,YI,YICTZIP,Center Postal Zip Code
BP44069S,YI,YIIADDR1,Investigator Address Line 1
BP44069S,YI,YIIADDR2,Investigator Address Line 2
BP44069S,YI,YIIADDR3,Investigator Address Line 3
BP44069S,YI,YIICITY,Investigator City
BP44069S,YI,YIICNTRY,Investigator Country
BP44069S,YI,YIIEMAIL,Investigator Email ID
BP44069S,YI,YIIFAX,Investigator Fax Number
BP44069S,YI,YIIMNAM,Investigator Middle Name
BP44069S,YI,YIINUM,Investigator Contact Number
BP44069S,YI,YIINUMTP,Investigator Contact Type
BP44069S,YI,YIINVID,Investigator Identifier
BP44069S,YI,YIINVZIP,Investigator Postal Zip Code
BP44069S,YI,YIISTATE,Investigator State
BP44069S,YI,YISEQ,Sequence Number
BP44069S,YI,YISITEID,Site Identifier
BP44069S,YI,YITERM,Reported Term for Event
BP44773S,AE,AEACN,Action Taken with Study Treatment
BP44773S,AE,AEACN1,Action Taken with Study Treatment 1
BP44773S,AE,AEACN2,Action Taken with Study Treatment 2
BP44773S,AE,AEACNOT1,Other Action Taken 1
BP44773S,AE,AEACNOT2,Other Action Taken 2
BP44773S,AE,AEACNOTH,Other Action Taken
BP44773S,AE,AEBDSYCD,Body System or Organ Class Code
BP44773S,AE,AEBODSYS,Body System or Organ Class
BP44773S,AE,AEBSAREV,Body Surface Area Affected by Reported Event
BP44773S,AE,AECAT,Category for Adverse Event
BP44773S,AE,AECMDN,Concomitant Medication Name
BP44773S,AE,AECONCST,Corticosteroid Medications Given for AE
BP44773S,AE,AECONTRT,Concomitant or Additional Trtmnt Given
BP44773S,AE,AEDECOD,Dictionary-Derived Term
BP44773S,AE,AEDLEYN,Dose Limiting Adverse Event
BP44773S,AE,AEDLTYN,Dose Limiting Toxicity?
BP44773S,AE,AEDTHDTC,Death Date
BP44773S,AE,AEDUR,Duration of Adverse Event
BP44773S,AE,AEENDTC,End Date/Time of Adverse Event
BP44773S,AE,AEENDY,Study Day of End of Adverse Event
BP44773S,AE,AEENRF,End Relative to Reference Period
BP44773S,AE,AEENRTPT,End Relative to Reference Time Point
BP44773S,AE,AEENTPT,End Reference Time Point
BP44773S,AE,AEEXP,Expedited Adverse Event
BP44773S,AE,AEGRPID,Group ID
BP44773S,AE,AEHLGT,High Level Group Term
BP44773S,AE,AEHLGTCD,High Level Group Term Code
BP44773S,AE,AEHLT,High Level Term
BP44773S,AE,AEHLTCD,High Level Term Code
BP44773S,AE,AEITOXGR,Initial Toxicity Grade
BP44773S,AE,AELAT,Laterality
BP44773S,AE,AELLT,Lowest Level Term
BP44773S,AE,AELLTCD,Lowest Level Term Code
BP44773S,AE,AELOC,Location of Event
BP44773S,AE,AEMCMDN,Mandatory Concomitant Medication Name
BP44773S,AE,AEMODIFY,Modified Reported Term
BP44773S,AE,AENYHACL,NYHA Class
BP44773S,AE,AEOCCRF,Event Occurrence Reference Time Point
BP44773S,AE,AEOUT,Outcome of Adverse Event
BP44773S,AE,AEPATERM,Pathogen Term
BP44773S,AE,AEPATH,Pathogen Type
BP44773S,AE,AEPATT,Pattern of Adverse Event
BP44773S,AE,AEPMEDSP,Premedication Name
BP44773S,AE,AEPRESP,Pre-Specified Adverse Event
BP44773S,AE,AEPSHT,Pose Serious Health Threat
BP44773S,AE,AEPSHTS,Pose Serious Health Threat Sponsor
BP44773S,AE,AEPTCD,Preferred Term Code
BP44773S,AE,AEREFID,Reference ID
BP44773S,AE,AEREL,Causality
BP44773S,AE,AEREL1,Causality: Study Drug 1
BP44773S,AE,AEREL2,Causality: Study Drug 2
BP44773S,AE,AERELNS1,Relationship to Non-Study Treatment 1
BP44773S,AE,AERELNS2,Relationship to Non-Study Treatment 2
BP44773S,AE,AERELNST,Relationship to Non-Study Treatment
BP44773S,AE,AERLDEVS,Relationship of AE to Device Sponsor
BP44773S,AE,AERLPRCS,Rel of AE to Device-Related Proc Spon
BP44773S,AE,AESAEA,Serious Adverse Event Anticipated
BP44773S,AE,AESCAN,Involves Cancer
BP44773S,AE,AESCAT,Subcategory for Adverse Event
BP44773S,AE,AESCONG,Congenital Anomaly or Birth Defect
BP44773S,AE,AESDISAB,Persist or Signif Disability/Incapacity
BP44773S,AE,AESDTH,Results in Death
BP44773S,AE,AESEQ,Sequence Number
BP44773S,AE,AESER,Serious Event
BP44773S,AE,AESERDTC,Date of AE Becoming Serious
BP44773S,AE,AESERS,Serious Event Sponsor
BP44773S,AE,AESEV,Severity/Intensity
BP44773S,AE,AESEVIN,Initial Severity/Intensity
BP44773S,AE,AESHOSP,Requires or Prolongs Hospitalization
BP44773S,AE,AESLIFE,Is Life Threatening
BP44773S,AE,AESMIE,Other Medically Important Serious Event
BP44773S,AE,AESOC,Primary System Organ Class
BP44773S,AE,AESOCCD,Primary System Organ Class Code
BP44773S,AE,AESOD,Occurred with Overdose
BP44773S,AE,AESPID,Sponsor-Defined Identifier
BP44773S,AE,AESTDTC,Start Date/Time of Adverse Event
BP44773S,AE,AESTDY,Study Day of Start of Adverse Event
BP44773S,AE,AESTRTPT,Start Relative to Reference Time Point
BP44773S,AE,AESTTPT,Start Reference Time Point
BP44773S,AE,AETERM,Reported Term for the Adverse Event
BP44773S,AE,AETOXGR,Standard Toxicity Grade
BP44773S,AE,AETRTEM,Treatment Emergent Flag
BP44773S,AE,DOMAIN,Domain Abbreviation
BP44773S,AE,EPOCH,Epoch
BP44773S,AE,STUDYID,Study Identifier
BP44773S,AE,TAETORD,Planned Order of Element within Arm
BP44773S,AE,USUBJID,Unique Subject Identifier
BP44773S,BE,BECAT,Category for Biospecimen Event
BP44773S,BE,BEDECOD,Dictionary-Derived Term
BP44773S,BE,BEDTC,Date/Time of Specimen Collection
BP44773S,BE,BEDY,Study Day of Visit/Collection/Exam
BP44773S,BE,BEENDTC,End Date/Time of Biospecimen Event
BP44773S,BE,BEENDY,Study Day of End of Biospecimen Event
BP44773S,BE,BEOCCUR,Occurrence
BP44773S,BE,BEPRESP,Pre-specified
BP44773S,BE,BEREFID,Reference ID
BP44773S,BE,BESCAT,Subcategory for Biospecimen Event
BP44773S,BE,BESEQ,Sequence Number
BP44773S,BE,BESPEC,Specimen Material Type
BP44773S,BE,BESPID,Sponsor-Defined Identifier
BP44773S,BE,BESPPURP,Specimen Intended Purpose
BP44773S,BE,BESTDTC,Start Date/Time of Biospecimen Event
BP44773S,BE,BESTDY,Study Day of Start of Biospecimen Event
BP44773S,BE,BETERM,Reported Term for the Biospecimen Event
BP44773S,BE,BETPT,Planned Time Point Name
BP44773S,BE,BETPTNUM,Planned Time Point Number
BP44773S,BE,DOMAIN,Domain Abbreviation
BP44773S,BE,EPOCH,Epoch
BP44773S,BE,STUDYID,Study Identifier
BP44773S,BE,USUBJID,Unique Subject Identifier
BP44773S,BE,VISIT,Visit Name
BP44773S,BE,VISITDY,Planned Study Day of Visit
BP44773S,BE,VISITNUM,Visit Number
BP44773S,BS,BSCAT,Category for Biospecimen Test
BP44773S,BS,BSDTC,Date/Time of Specimen Collection
BP44773S,BS,BSDY,Study Day of Specimen Collection
BP44773S,BS,BSELTM,Planned Elapsed Time from Time Point Ref
BP44773S,BS,BSLOBXFL,Last Observation Before Exposure Flag
BP44773S,BS,BSORRES,Result or Finding in Original Units
BP44773S,BS,BSORRESU,Original Units
BP44773S,BS,BSREFID,Reference ID
BP44773S,BS,BSRFTDTC,Date/Time of Reference Time Point
BP44773S,BS,BSSCAT,Subcategory for Biospecimen Test
BP44773S,BS,BSSEQ,Sequence Number
BP44773S,BS,BSSPEC,Specimen Type
BP44773S,BS,BSSPID,Sponsor-Defined Identifier
BP44773S,BS,BSSTRESC,Character Result/Finding in Std Format
BP44773S,BS,BSSTRESN,Numeric Result/Finding in Standard Units
BP44773S,BS,BSSTRESU,Standard Units
BP44773S,BS,BSTEST,Biospecimen Test Name
BP44773S,BS,BSTESTCD,Biospecimen Test Short Name
BP44773S,BS,BSTPT,Planned Time Point Name
BP44773S,BS,BSTPTNUM,Planned Time Point Number
BP44773S,BS,BSTPTREF,Time Point Reference
BP44773S,BS,DOMAIN,Domain Abbreviation
BP44773S,BS,EPOCH,Epoch
BP44773S,BS,STUDYID,Study Identifier
BP44773S,BS,USUBJID,Unique Subject Identifier
BP44773S,BS,VISIT,Visit Name
BP44773S,BS,VISITDY,Planned Study Day of Visit
BP44773S,BS,VISITNUM,Visit Number
BP44773S,CE,CEBDSYCD,Body System or Organ Class Code
BP44773S,CE,CEBODSYS,Body System or Organ Class
BP44773S,CE,CECAT,Category for the Clinical Event
BP44773S,CE,CEDECOD,Dictionary-Derived Term
BP44773S,CE,CEDTC,Date/Time of Event Collection
BP44773S,CE,CEDY,Study Day of Event Collection
BP44773S,CE,CEENDTC,End Date/Time of Clinical Event
BP44773S,CE,CEENDY,Study Day of End of Event
BP44773S,CE,CEGRPID,Group ID
BP44773S,CE,CEHLGT,High Level Group Term
BP44773S,CE,CEHLGTCD,High Level Group Term Code
BP44773S,CE,CEHLT,High Level Term
BP44773S,CE,CEHLTCD,High Level Term Code
BP44773S,CE,CEITOXGR,Initial Toxicity Grade
BP44773S,CE,CELLT,Lowest Level Term
BP44773S,CE,CELLTCD,Lowest Level Term Code
BP44773S,CE,CEMODIFY,Modified Reported Term
BP44773S,CE,CEOCCUR,Clinical Event Occurrence
